factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
mature_max_daily_return_21,mature_public,max_21(daily_return),RiskLottery,mature_max_daily_return,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_21_min_observations_11,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9596764453867943,0.9163124413846241,0.9663759630826777,0.9163124413846241,0.9713906246896279,0.9811519440948078,0.0,312802d1df6967429110,6d7e26d9fb12d6d1f05f,5a4fedf0c096265871a5,548aa251e470c1a24415
mature_parkinson_volatility_20,mature_public,sqrt(mean_20(log(high/low)^2)/(4*log(2))),RiskLottery,mature_parkinson_volatility,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20_min_observations_10,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9641426013574054,0.9232591959114559,0.9696228454657223,0.9232591959114559,0.9759339589750544,0.9849404012683215,0.0,511395e662969568f545,8d110530703aea79c47f,eeefe3a1b5115eec5789,4d089b9ec2eec6bbfc4a
mature_realized_volatility_60,mature_public,std_60(daily_return),RiskLottery,mature_realized_volatility,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60_min_observations_30,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9454879898081652,0.9083376764779613,0.9614912766828149,0.9083376764779613,0.9473204739095621,0.9561493648075163,0.0,738ad154f76a225a4975,a0bd5f69ec2dc4510cbc,48aa63980fab84c9e37a,4178e6d8867d185ce07d
mature_return_skewness_60,mature_public,skew_60(daily_return),RiskLottery,mature_return_skewness,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60_min_observations_30,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9454879898081652,0.9083376764779613,0.9614912766828149,0.9083376764779613,0.9473204739095621,0.9561493648075163,0.0,db558c6b76c50e9f37fa,2459ae027bbeb4794e4e,33389f2a485e7fe8c4d8,141d63ff2986f956d32a
mature_reversal_1m,mature_public,-(close/close[t-21]-1),ReturnDynamics,mature_reversal_1m,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_21,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9279165618821162,0.8686284702180953,0.9292451871277266,0.8686284702180953,0.9497198859405962,0.9636547469203309,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,be7d867052c4348015f9,9e64cc2e295bfcf4f0c1
mature_sales_to_price_pit,mature_public,PIT_revenue/market_cap_cny,Valuation,mature_sales_to_price_pit,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,practical_reconstructed_pit_v1_latest_public_revision,provider-vintage archive unavailable; strict no-future contract retained,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9662839709002636,0.9222871967283996,0.9602821477594434,0.9222871967283996,0.9874412733117297,0.9986821561466136,0.0,f8d122331fb4d300409a,925df0f0e6025cbe8c08,d384188047b007876638,f808bc018cf711aeb657
mature_sales_to_price_ttm,mature_public,1/ps_ttm for positive ps_ttm,Valuation,mature_sales_to_price_ttm,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,vendor_TTM_asof_daily_basic,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9669824007131875,0.9228391119356445,0.9626005287287441,0.9228391119356445,0.9865172633688621,0.9986360728803417,0.0,f8d122331fb4d300409a,925df0f0e6025cbe8c08,d384188047b007876638,2c2c5d00fa09f776c52f
mature_turnover_mean_20,mature_public,mean_20(turnover_rate_f/100),LiquidityTrading,mature_turnover_mean,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20_min_observations_10,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9675413855052473,0.9230105608428456,0.9633805406255828,0.9230105608428456,0.9875693606796438,0.9987461224714387,0.0,267261053d03d587f853,5b8fc308d2e9977261c4,8ad9547c41ab7bf07ddd,211e7adc00e4c8056bb6
mature_turnover_rate_free_float,mature_public,turnover_rate_f/100,LiquidityTrading,mature_turnover_rate_free_float,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,asof_daily_basic,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9675508725855004,0.9230105608428456,0.9634132436739489,0.9230105608428456,0.9875679907612704,0.9987399321819395,0.0,267261053d03d587f853,e26457b832e3441af5a0,2f9bdc33bf13c84d2b85,f792fc8d6fa54d5f72bd
mature_turnover_volatility_20,mature_public,std_20(turnover_rate_f/100),LiquidityTrading,mature_turnover_volatility,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20_min_observations_10,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9675413855052473,0.9230105608428456,0.9633805406255828,0.9230105608428456,0.9875693606796438,0.9987461224714387,0.0,267261053d03d587f853,5b8fc308d2e9977261c4,ca76105abc946917f690,0ddfd1c7c63a283494ac
mature_vwap_deviation_20,mature_public,mean_20(close/vwap-1),TradingBehavior,mature_vwap_deviation,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20_min_observations_10,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9641426013574054,0.9232591959114559,0.9696228454657223,0.9232591959114559,0.9759339589750544,0.9849404012683215,0.0,eb39fdabbcbce4adc47b,ff71c050b7473ffadb39,d52781349b77fcb88d47,4d8c7d623ae7fb6b07c4
ret_10,project_basic,"close/lag(close,10)-1",ReturnDynamics,ret,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_10,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9483190550265713,0.8914919675162382,0.9410213780711035,0.8914919675162382,0.9680624080014192,0.9970733686867644,0.0,b7629c155c3211cfaec5,c398c20da83e349dc94a,68deb3342485271a8235,963aaa8c7e25d871466f
ret_20,project_basic,"close/lag(close,20)-1",ReturnDynamics,ret,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9362112817948953,0.8705205557676847,0.9302342333742564,0.8705205557676847,0.9512966619883955,0.9965128035821141,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,26c07d46d38336844056,358d75208b12edd6d8c3
ret_5,project_basic,"close/lag(close,5)-1",ReturnDynamics,ret,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9555857067347728,0.9046764567863371,0.9475093977070744,0.9046764567863371,0.9772771639401866,0.9976366850311922,0.0,fbcfce924ce2b3e665d6,10ab03ef9cf7699ad71e,97579789a904a6255f78,f6bf23d675dfb9340db4
rev_20_exclude_5,project_basic,"-(lag(close,5)/lag(close,20)-1)",ReturnDynamics,rev_20_exclude_5,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lags_5_to_20,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9384089714649708,0.8759208548128304,0.93279258400927,0.8759208548128304,0.9518960012767639,0.9965293110207787,0.0,55e13bfb6fbc57412205,eba6840e806de72e6b05,3aaecc97907d9b56f229,70f70d61d915d910d721
rev_5,project_basic,"-(close/lag(close,5)-1)",ReturnDynamics,rev,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9555857067347728,0.9046764567863371,0.9475093977070744,0.9046764567863371,0.9772771639401866,0.9976366850311922,0.0,fbcfce924ce2b3e665d6,10ab03ef9cf7699ad71e,97579789a904a6255f78,f6bf23d675dfb9340db4
std_20,project_basic,"rolling_std(close/lag(close,1)-1,20,ddof=1)",RiskLottery,std,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,factor_research/factor_library.py::add_basic_factors,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.8850527285896929,0.8064726403645771,0.8064726403645771,0.8424418695991033,0.9426935746033572,0.9923783780065892,0.0,511395e662969568f545,3c9d146255f1a20e730a,1da777bc7cfd3e928def,4cf19a32e1114da14ecb
ta_momentum_ao,ta,"AwesomeOscillatorIndicator({""fillna"": false, ""window1"": 5, ""window2"": 34}).awesome_oscillator()",PriceLevelOrPriceDifference,AwesomeOscillatorIndicator.awesome_oscillator,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window1"": 5, ""window2"": 34}",provider_price,provider_price,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,provider_price_scale_unverified,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:466; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:474,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.8384207173738557,0.720098144499745,0.720098144499745,0.7956376840599648,0.9152767132370417,0.9884784956220897,0.0,7d64adc6acc93b1ac26c,73842c5f575b4db6651f,b822f5c40355786aa2e8,5e8abf32fed9363dcdbe
ta_momentum_kama,ta,"causal_kama(close,window=10,fast_period=2,slow_period=30)",PriceLevelOrPriceDifference,canonical_causal_kama,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_10_fast_2_slow_30_state_anchor_2000-01-04,provider_price,provider_price,inherit_canonical_contract_per_factor_event_rule_pending_mapping,causal_kama_v1_anchor_2000_01_04,pre-anchor state unavailable,True,provider_price_scale_unverified,research_validation/overlap_lineage.py::causal_kama; canonical factor_lineage.csv,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9341018370300319,0.8884326666330797,0.8884326666330797,0.8966545605067784,0.9808033338333535,0.9959914436442923,0.0,efee6ca6a996a2e9c410,3264e4bdfea99cf9e3e7,ac5bc2620a60f76b2ea0,0023c4fe77b52c52b7f2
ta_momentum_ppo,ta,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo()",ReturnDynamics,PercentagePriceOscillator.ppo,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:659; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:487,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9872605076943233,0.9794060170924715,0.9876789055615511,0.9823919923114387,0.9794060170924715,0.9993988541086327,0.0,084d1953fa6e95c9d420,bb481ade170e7b1644f5,d9752d00df548f627439,cf67895c38d3e798a504
ta_momentum_ppo_hist,ta,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_hist()",ReturnDynamics,PercentagePriceOscillator.ppo_hist,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:682; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:489,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9832906916683859,0.9726838276341304,0.9838212716536164,0.9772587710460364,0.9726838276341304,0.9991897598855485,0.0,1e206f5b67fa299dde6c,2e80607f11ab659a8b88,7ac25fbdd6d3adfe7169,70f0204e4b59a48895f6
ta_momentum_ppo_signal,ta,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_signal()",ReturnDynamics,PercentagePriceOscillator.ppo_signal,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:670; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:488,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9832906916683859,0.9726838276341304,0.9838212716536164,0.9772587710460364,0.9726838276341304,0.9991897598855485,0.0,e61e8bbb58b85dba1401,ea11cb9d6f9260164797,fe1cc9ff0bea07cd0ac3,75051713182f887b0b83
ta_momentum_pvo,ta,"PercentageVolumeOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).pvo()",ReturnDynamics,PercentageVolumeOscillator.pvo,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:733; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:495,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9872605076943233,0.9794060170924715,0.9876789055615511,0.9823919923114387,0.9794060170924715,0.9993988541086327,0.0,274fe06e351439162ade,2d5ace017a64dafb19fc,3134d6d108dc4366370e,d3340a4f727143f3c047
ta_momentum_pvo_signal,ta,"PercentageVolumeOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).pvo_signal()",ReturnDynamics,PercentageVolumeOscillator.pvo_signal,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:744; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:496,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9832906916683859,0.9726838276341304,0.9838212716536164,0.9772587710460364,0.9726838276341304,0.9991897598855485,0.0,274fe06e351439162ade,2d5ace017a64dafb19fc,e8a638214decadf069e9,79057194ab3e099f2a8b
ta_momentum_roc,ta,"ROCIndicator({""fillna"": false, ""window"": 12}).roc()",ReturnDynamics,ROCIndicator.roc,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window"": 12}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:398; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:479,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.94579775050786,0.8870629845907733,0.9387608903360725,0.8870629845907733,0.964649256374059,0.9969626312857232,0.0,dc7dc4ccc1bcc1a729c0,fbebd930c9eb3e21e9e7,3feeac74d6a6e78183e9,25df1203dd31f63bf6ea
ta_momentum_rsi,ta,"RSIIndicator({""fillna"": false, ""window"": 14}).rsi()",ReturnDynamics,RSIIndicator.rsi,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window"": 14}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:53; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:425,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,1.0,1.0,1.0,1.0,1.0,1.0,0.0,dc7dc4ccc1bcc1a729c0,760344d19d910c88a231,03a8f38bcb75fcad2a55,ff3822e7db613ded91bd
ta_momentum_tsi,ta,"TSIIndicator({""fillna"": false, ""window_fast"": 13, ""window_slow"": 25}).tsi()",ReturnDynamics,TSIIndicator.tsi,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window_fast"": 13, ""window_slow"": 25}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:112; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:438,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9812140752129699,0.9692556069046626,0.9817525828779213,0.9745552062065871,0.9692556069046626,0.9990893396336724,0.0,084d1953fa6e95c9d420,bb481ade170e7b1644f5,27a1ae499e85fa73c4e2,641d894642cacf2e1e63
ta_momentum_uo,ta,"UltimateOscillator({""fillna"": false, ""weight1"": 4.0, ""weight2"": 2.0, ""weight3"": 1.0, ""window1"": 7, ""window2"": 14, ""window3"": 28}).ultimate_oscillator()",ReturnDynamics,UltimateOscillator.ultimate_oscillator,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""weight1"": 4.0, ""weight2"": 2.0, ""weight3"": 1.0, ""window1"": 7, ""window2"": 14, ""window3"": 28}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:207; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:443,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.8558054154663502,0.752019855169689,0.752019855169689,0.8132620852695334,0.9256654892218247,0.990021941137225,0.0,ae04e0ae67e94a6da19b,9e11780a6380bc9e2907,1616cfafba93fd4d742a,a3bf45255d020a6585af
ta_trend_adx_neg,ta,"ADXIndicator({""fillna"": false, ""window"": 14}).adx_neg()",ReturnDynamics,ADXIndicator.adx_neg,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window"": 14}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,recursive_missingness_quality_review,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:841; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:345,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.35871779851549784,0.06967870580779623,0.06967870580779623,0.21315812302381226,0.4280734632426927,0.8854954638934169,0.0,8c2606b757de204d5264,45bcdb395f43240d95fc,2c1b7a073bb7eee3e9c9,758a464652054052923e
ta_trend_adx_pos,ta,"ADXIndicator({""fillna"": false, ""window"": 14}).adx_pos()",ReturnDynamics,ADXIndicator.adx_pos,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,"{""window"": 14}",dimensionless,dimensionless,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,recursive_missingness_quality_review,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:820; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:344,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.35871779851549784,0.06967870580779623,0.06967870580779623,0.21315812302381226,0.4280734632426927,0.8854954638934169,0.0,090683173fb01cdf2ee3,82dcac43bacce3fc3661,7dd21faf0e8120f884c5,d86e631a7bb930c44afa
