factor,source,economic_family,research_usable,block_reason,authoritative_semantics,primary_family,economic_subfamily,mechanism,intended_role,data_horizon,definition,active,review_status,numeric_verification
kunquant_alpha101_alpha096_canonical_vwap_v2,alpha101,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,CanonicalVWAPFormula,within_day_price_formation,short_horizon_alpha,daily_short_to_medium,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,False,inherited_requires_reconciliation,not_yet_verified
kunquant_alpha101_alpha098,alpha101,Multi,True,,pit_rank_scope_v1_stable_horizon_membership_axis_v3,OpaqueMultiInput,CrossSectionalTechnicalFormula,mixed_formula_information,exploratory_only,daily_short_to_medium,Alpha101 batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
kunquant_alpha101_alpha098_canonical_vwap_v2,alpha101,TradingBehavior,True,,pit_rank_scope_v1_stable_horizon_membership_axis_v3,TradingBehavior,CanonicalVWAPFormula,within_day_price_formation,short_horizon_alpha,daily_short_to_medium,Canonical replacement uses the provider's direct $vwap field; V1 proxy remains immutable.,False,inherited_requires_reconciliation,not_yet_verified
kunquant_alpha101_alpha099,alpha101,Multi,True,,factor_universe_v2_lineage_accepted_semantics,OpaqueMultiInput,CrossSectionalTechnicalFormula,mixed_formula_information,exploratory_only,daily_short_to_medium,Pending Alpha101 batch V4 evaluation.,False,inherited_requires_reconciliation,not_yet_verified
kunquant_alpha101_alpha101,alpha101,Multi,True,,factor_universe_v2_lineage_accepted_semantics,OpaqueMultiInput,CrossSectionalTechnicalFormula,mixed_formula_information,exploratory_only,daily_short_to_medium,Generated from KunQuant pandas reference smoke; coverage=0.993685 V4 smoke passed for selected Alpha101 adapter factor.,False,inherited_requires_reconciliation,not_yet_verified
mature_abnormal_turnover_20,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,abnormal_turnover,Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.,standalone_alpha_with_turnover_risk,daily_short_to_medium,turnover_t/mean(previous_20_turnover)-1,False,inherited_requires_reconciliation,not_yet_verified
mature_accruals_to_assets,mature_public,Quality,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,accruals,Cash-backed earnings and low accrual dependence reduce the chance that reported profits overstate economic performance.,conditioning_and_complementary_information,quarterly_pit_slow,(n_income_attr_p-n_cashflow_act)/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_amihud_illiquidity_20,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,price_impact,Price impact per traded currency unit measures costly immediacy and possible illiquidity compensation.,alpha_with_cost_warning,daily_short_to_medium,mean_20(abs(return)/amount_cny),True,inherited_requires_reconciliation,not_yet_verified
mature_amount_momentum_20,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,abnormal_amount,Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.,standalone_alpha_with_turnover_risk,daily_short_to_medium,amount/mean(previous_20_amount)-1,False,inherited_requires_reconciliation,not_yet_verified
mature_asset_growth_yoy,mature_public,GrowthInvestment,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,conservative_investment,Conservative investment and realized operating growth are competing fundamental channels rather than one mechanically signed growth family.,exploratory_complementary_information,quarterly_pit_slow,total_assets/prior_year_total_assets-1,False,inherited_requires_reconciliation,not_yet_verified
mature_book_leverage,mature_public,Leverage,True,,practical_reconstructed_pit_v1_latest_public_revision,CapitalStructure,DebtToAssets,financing_and_distress,risk_or_conditioning,quarterly_pit_slow,total_liab/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_book_to_market_pit,mature_public,Value,True,,practical_reconstructed_pit_v1_latest_public_revision,Valuation,book_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,quarterly_pit_slow,PIT_book_equity/market_cap_cny,True,inherited_requires_reconciliation,not_yet_verified
mature_book_to_price,mature_public,Value,True,,factor_universe_v2_lineage_accepted_semantics,Valuation,book_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,daily_or_formula_dependent,1/pb for positive pb,True,inherited_requires_reconciliation,not_yet_verified
mature_cash_ratio,mature_public,Quality,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,CashSolvency,earnings_and_cash_quality,conditioning,quarterly_pit_slow,money_cap/total_cur_liab,False,inherited_requires_reconciliation,not_yet_verified
mature_cashflow_quality,mature_public,Quality,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,cash_backing,Cash-backed earnings and low accrual dependence reduce the chance that reported profits overstate economic performance.,conditioning_and_complementary_information,quarterly_pit_slow,n_cashflow_act/abs(n_income_attr_p),False,inherited_requires_reconciliation,not_yet_verified
mature_cashflow_to_price_pit,mature_public,Value,True,,practical_reconstructed_pit_v1_latest_public_revision,Valuation,cashflow_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,quarterly_pit_slow,PIT_operating_cashflow/market_cap_cny,False,inherited_requires_reconciliation,not_yet_verified
mature_cashflow_to_sales,mature_public,CashFlow,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,cash_generation,Cash-backed earnings and low accrual dependence reduce the chance that reported profits overstate economic performance.,conditioning_and_complementary_information,quarterly_pit_slow,n_cashflow_act/revenue,False,inherited_requires_reconciliation,not_yet_verified
mature_current_ratio,mature_public,Quality,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,ShortTermSolvency,earnings_and_cash_quality,conditioning,quarterly_pit_slow,total_cur_assets/total_cur_liab,False,inherited_requires_reconciliation,not_yet_verified
mature_dividend_yield_ttm,mature_public,Value,True,,factor_universe_v2_lineage_accepted_semantics,Valuation,payout_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,daily_or_formula_dependent,dv_ttm/100,True,inherited_requires_reconciliation,not_yet_verified
mature_downside_volatility_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,downside_risk,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_medium_to_long,std_60(negative_daily_returns),True,inherited_requires_reconciliation,not_yet_verified
mature_earnings_to_price_pit,mature_public,Value,True,,practical_reconstructed_pit_v1_latest_public_revision,Valuation,earnings_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,quarterly_pit_slow,PIT_net_income/market_cap_cny,True,inherited_requires_reconciliation,not_yet_verified
mature_earnings_yield_ttm,mature_public,Value,True,,factor_universe_v2_lineage_accepted_semantics,Valuation,earnings_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,daily_or_formula_dependent,1/pe_ttm for positive pe_ttm,True,inherited_requires_reconciliation,not_yet_verified
mature_extra_large_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,ExtraLargeOrderFlow,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,(extra_large_buy-extra_large_sell)/(extra_large_buy+extra_large_sell),False,inherited_requires_reconciliation,not_yet_verified
mature_float_market_cap_ratio,mature_public,Size,True,,factor_universe_v2_lineage_accepted_semantics,SizeStructure,FloatStructure,scale_float_and_shell_value,control_or_conditioning,daily_or_formula_dependent,circ_mv/total_mv,False,inherited_requires_reconciliation,not_yet_verified
mature_gross_margin,mature_public,Profitability,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,margins,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",complementary_fundamental_information,quarterly_pit_slow,(revenue-oper_cost)/revenue,False,inherited_requires_reconciliation,not_yet_verified
mature_gross_profitability,mature_public,Profitability,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,asset_efficiency,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",complementary_fundamental_information,quarterly_pit_slow,(revenue-oper_cost)/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_high_52w,mature_public,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,price_anchor,Proximity to the 52-week high may capture gradual information diffusion and anchoring separately from raw cumulative momentum.,complementary_price_information,daily_short_to_medium,close/rolling_max_252(close),False,inherited_requires_reconciliation,not_yet_verified
mature_idiosyncratic_volatility_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,residual_risk,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_medium_to_long,std_60(stock_return-beta_60*market_return),True,inherited_requires_reconciliation,not_yet_verified
mature_institutional_flow_persistence_20,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,institutional_pressure,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,short_horizon_complementary_information,daily_short_to_medium,mean_20(institutional_order_imbalance),False,inherited_requires_reconciliation,not_yet_verified
mature_institutional_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,institutional_pressure,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,short_horizon_complementary_information,daily_or_formula_dependent,(large_and_extra_large_buy-sell)/(large_and_extra_large_buy+sell),False,inherited_requires_reconciliation,not_yet_verified
mature_intraday_return_20,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,Intraday,within_day_price_formation,short_horizon_alpha,daily_short_to_medium,mean_20(close/open-1),True,inherited_requires_reconciliation,not_yet_verified
mature_large_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,LargeOrderFlow,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,(large_buy-large_sell)/(large_buy+large_sell),False,inherited_requires_reconciliation,not_yet_verified
mature_log_float_market_cap,mature_public,Size,True,,factor_universe_v2_lineage_accepted_semantics,SizeStructure,FloatSize,scale_float_and_shell_value,control_or_conditioning,daily_or_formula_dependent,log(circ_mv),False,inherited_requires_reconciliation,not_yet_verified
mature_log_total_market_cap,mature_public,Size,True,,factor_universe_v2_lineage_accepted_semantics,SizeStructure,TotalSize,scale_float_and_shell_value,exposure_control,daily_or_formula_dependent,log(total_mv),True,inherited_requires_reconciliation,not_yet_verified
mature_market_beta_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,systematic_risk,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_medium_to_long,"cov_60(stock_return,market_return)/var_60(market_return)",False,inherited_requires_reconciliation,not_yet_verified
mature_max_daily_return_21,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,lottery_payoff,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_short_to_medium,max_21(daily_return),True,inherited_requires_reconciliation,not_yet_verified
mature_max_drawdown_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,drawdown,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_medium_to_long,min_60(close/running_max(close)-1),False,inherited_requires_reconciliation,not_yet_verified
mature_medium_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,MediumOrderFlow,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,(medium_buy-medium_sell)/(medium_buy+medium_sell),False,inherited_requires_reconciliation,not_yet_verified
mature_momentum_12_1,mature_public,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,intermediate_raw_momentum,Intermediate-horizon raw return continuation is tested as a competing hypothesis and is not relabeled as reversal if weak.,competing_hypothesis,daily_medium_to_long,close[t-21]/close[t-252]-1,False,inherited_requires_reconciliation,not_yet_verified
mature_net_flow_persistence_20,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,aggregate_flow,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,short_horizon_complementary_information,daily_short_to_medium,mean_20(net_flow_to_traded_amount),False,inherited_requires_reconciliation,not_yet_verified
mature_net_flow_persistence_5,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,aggregate_flow,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,short_horizon_complementary_information,daily_short_to_medium,mean_5(net_flow_to_traded_amount),False,inherited_requires_reconciliation,not_yet_verified
mature_net_flow_to_traded_amount,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,NetFlow,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,net_mf_amount_cny/traded_amount_cny,False,inherited_requires_reconciliation,not_yet_verified
mature_net_income_growth_yoy,mature_public,GrowthInvestment,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,realized_growth,Conservative investment and realized operating growth are competing fundamental channels rather than one mechanically signed growth family.,exploratory_complementary_information,quarterly_pit_slow,signed_yoy_growth(n_income_attr_p),False,inherited_requires_reconciliation,not_yet_verified
mature_net_margin,mature_public,Profitability,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,margins,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",complementary_fundamental_information,quarterly_pit_slow,n_income_attr_p/revenue,False,inherited_requires_reconciliation,not_yet_verified
mature_operating_cashflow_to_assets,mature_public,CashFlow,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,cash_generation,Cash-backed earnings and low accrual dependence reduce the chance that reported profits overstate economic performance.,conditioning_and_complementary_information,quarterly_pit_slow,n_cashflow_act/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_operating_profitability,mature_public,Profitability,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,asset_efficiency,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",complementary_fundamental_information,quarterly_pit_slow,operate_profit/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_overall_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,OrderImbalance,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,(all_buy_amount-all_sell_amount)/(all_buy_amount+all_sell_amount),False,inherited_requires_reconciliation,not_yet_verified
mature_overnight_return_20,mature_public,Reversal,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,overnight_sentiment,Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons.,standalone_alpha_and_trading_complement,daily_short_to_medium,mean_20(open/previous_close-1),False,inherited_requires_reconciliation,not_yet_verified
mature_parkinson_volatility_20,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RangeVolatility,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,sqrt(mean_20(log(high/low)^2)/(4*log(2))),True,inherited_requires_reconciliation,not_yet_verified
mature_realized_volatility_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,total_risk,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",standalone_alpha_and_risk_diversifier,daily_medium_to_long,std_60(daily_return),True,inherited_requires_reconciliation,not_yet_verified
mature_return_on_assets,mature_public,Profitability,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,asset_efficiency,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",complementary_fundamental_information,quarterly_pit_slow,n_income_attr_p/total_assets,False,inherited_requires_reconciliation,not_yet_verified
mature_return_skewness_60,mature_public,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,HigherMoment,lottery_preference,alpha_risk_or_conditioning,daily_medium_to_long,skew_60(daily_return),True,inherited_requires_reconciliation,not_yet_verified
mature_revenue_growth_yoy,mature_public,GrowthInvestment,True,,practical_reconstructed_pit_v1_latest_public_revision,Fundamentals,realized_growth,Conservative investment and realized operating growth are competing fundamental channels rather than one mechanically signed growth family.,exploratory_complementary_information,quarterly_pit_slow,revenue/prior_year_revenue-1,False,inherited_requires_reconciliation,not_yet_verified
mature_reversal_1m,mature_public,Reversal,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,one_month_reversal,Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons.,standalone_alpha_and_trading_complement,daily_or_formula_dependent,-(close/close[t-21]-1),True,inherited_requires_reconciliation,not_yet_verified
mature_sales_to_price_pit,mature_public,Value,True,,practical_reconstructed_pit_v1_latest_public_revision,Valuation,sales_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,quarterly_pit_slow,PIT_revenue/market_cap_cny,True,inherited_requires_reconciliation,not_yet_verified
mature_sales_to_price_ttm,mature_public,Value,True,,factor_universe_v2_lineage_accepted_semantics,Valuation,sales_yield,"Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.",standalone_alpha_and_diversifier,daily_or_formula_dependent,1/ps_ttm for positive ps_ttm,True,inherited_requires_reconciliation,not_yet_verified
mature_small_order_imbalance,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,RetailFlow,order_flow_pressure,short_horizon_alpha,daily_or_formula_dependent,(small_buy-small_sell)/(small_buy+small_sell),False,inherited_requires_reconciliation,not_yet_verified
mature_turnover_mean_20,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,TurnoverLevel,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,mean_20(turnover_rate_f/100),True,inherited_requires_reconciliation,not_yet_verified
mature_turnover_rate_free_float,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,Turnover,liquidity_or_speculative_activity,exposure_control,daily_or_formula_dependent,turnover_rate_f/100,True,inherited_requires_reconciliation,not_yet_verified
mature_turnover_volatility_20,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,activity_instability,Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.,standalone_alpha_with_turnover_risk,daily_short_to_medium,std_20(turnover_rate_f/100),True,inherited_requires_reconciliation,not_yet_verified
mature_volume_ratio,mature_public,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,abnormal_amount,Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.,standalone_alpha_with_turnover_risk,daily_or_formula_dependent,Tushare volume_ratio,False,inherited_requires_reconciliation,not_yet_verified
mature_vwap_deviation,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,VWAPDeviation,within_day_price_formation,short_horizon_alpha,daily_or_formula_dependent,close/vwap-1,False,inherited_requires_reconciliation,not_yet_verified
mature_vwap_deviation_20,mature_public,TradingBehavior,True,,factor_universe_v2_lineage_accepted_semantics,TradingBehavior,VWAPDeviation,within_day_price_formation,short_horizon_alpha,daily_short_to_medium,mean_20(close/vwap-1),True,inherited_requires_reconciliation,not_yet_verified
max_drawdown_20,project_basic,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,20-day rolling maximum drawdown.,False,inherited_requires_reconciliation,not_yet_verified
ret_10,project_basic,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,10-day return diagnostic.,True,inherited_requires_reconciliation,not_yet_verified
ret_20,project_basic,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,20-day return diagnostic.,True,inherited_requires_reconciliation,not_yet_verified
ret_5,project_basic,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,5-day return diagnostic.,True,inherited_requires_reconciliation,not_yet_verified
rev_20_exclude_5,project_basic,Reversal,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,ReturnReversal,short_horizon_overreaction,alpha,daily_short_to_medium,Existing V4 seed factor; medium reversal excluding latest 5 days.,True,inherited_requires_reconciliation,not_yet_verified
rev_5,project_basic,Reversal,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,ReturnReversal,short_horizon_overreaction,alpha,daily_short_to_medium,Existing V4 seed factor; short-term reversal.,True,inherited_requires_reconciliation,not_yet_verified
std_20,project_basic,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,Existing V4 seed factor; 20-day return volatility.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_ao,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.790792 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_kama,ta,MomentumTrend,True,,causal_kama_v1_anchor_2000_01_04,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.915621 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_ppo,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_ppo_hist,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_ppo_signal,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_pvo,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_pvo_hist,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_pvo_signal,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_roc,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,price_anchor,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.925206 V4 smoke passed for selected TA adapter factor.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_rsi,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.926709 V4 smoke passed for selected TA adapter factor.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_stoch,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.912755 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_stoch_rsi,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,price_anchor,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.852619 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_stoch_rsi_d,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.829692 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_stoch_rsi_k,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.841156 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_stoch_signal,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.900446 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_momentum_tsi,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.790698 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_uo,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.820907 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_momentum_wr,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.912755 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_trend_adx,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
