level,cluster_id,members,mechanisms,horizons,unresolved_members
0.995,9e64cc2e295bfcf4f0c1,2,"[""Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons."", ""historical_close_to_current_close_ratio""]","[""lag_21"", ""name_window_1""]",0
0.995,9e6e3e2a25a93cf9ffb6,1,"[""historical_close_to_current_close_ratio""]","[""lag_7""]",0
0.995,9f292e1b417a9433e07f,1,"[""historical_high_to_current_close_ratio""]","[""lag_35""]",0
0.995,9f6f09145909854e78cd,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,9fefd07ad21a772f5bed,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.995,a0f9321c0296140244ae,1,"[""historical_open_to_current_close_ratio""]","[""lag_48""]",0
0.995,a10058de7a8e37ff58c7,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,a3bf45255d020a6585af,1,"[""return_continuation""]","[""unspecified""]",0
0.995,a49cf24859025c6696e4,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_40""]",0
0.995,a57a964cfcef2780130d,1,"[""historical_low_to_current_close_ratio""]","[""lag_7""]",0
0.995,a57fc0dd3ede3a735bc9,1,"[""alpha158_corr""]","[""window_10""]",0
0.995,a61822b58e18eb20ed4a,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_9""]",0
0.995,a61c39df1c3aa23482ed,1,"[""historical_high_to_current_close_ratio""]","[""lag_18""]",0
0.995,a63b2524dc2709595376,1,"[""return_continuation""]","[""unspecified""]",0
0.995,a6e21389c5091f194a7b,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.995,a70fe0069b49a04e334b,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.995,a728edfe6318fa28c84c,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.995,a746d7ea32f94efe24d1,1,"[""historical_high_to_current_close_ratio""]","[""lag_20""]",0
0.995,a7d29ec1593b64cb89bb,2,"[""alpha158_low"", ""historical_low_to_current_close_ratio""]","[""lag_0"", ""window_0""]",0
0.995,a8257c0f2abf5ced2c56,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_34""]",0
0.995,a8d89e02400765b4b7c5,1,"[""historical_low_to_current_close_ratio""]","[""lag_18""]",0
0.995,aa0edb60ff93e8cbdb5d,1,"[""historical_open_to_current_close_ratio""]","[""lag_37""]",0
0.995,aa147706b6f37c98e718,1,"[""historical_high_to_current_close_ratio""]","[""lag_45""]",0
0.995,ae9976767ab8ebdaf3f9,1,"[""alpha158_cntd""]","[""window_30""]",0
0.995,aed31557c0b7e01cb60c,1,"[""historical_low_to_current_close_ratio""]","[""lag_17""]",0
0.995,af1e245f6e56d4709b06,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_44""]",0
0.995,af2450b93a401873f3a0,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_29""]",0
0.995,af978cb0c9447a675683,1,"[""historical_low_to_current_close_ratio""]","[""lag_23""]",0
0.995,b067806ca732b09822b3,1,"[""alpha158_imin""]","[""window_60""]",0
0.995,b09765b4937b3eb19449,1,"[""historical_open_to_current_close_ratio""]","[""lag_27""]",0
0.995,b11e77dd9047ec10282f,1,"[""historical_low_to_current_close_ratio""]","[""lag_11""]",0
0.995,b1397db4abd68e6ce73b,1,"[""historical_open_to_current_close_ratio""]","[""lag_25""]",0
0.995,b2ed0017f62f475056cc,1,"[""historical_open_to_current_close_ratio""]","[""lag_32""]",0
0.995,b702894686ea328a34dd,1,"[""alpha158_corr""]","[""window_5""]",0
0.995,b7806c7a975b4ca6537b,1,"[""historical_open_to_current_close_ratio""]","[""lag_2""]",0
0.995,b837c2f5c25ef604e084,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,b8851a6d67d703a2233f,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,b8a53a9e9249b570380c,1,"[""historical_close_to_current_close_ratio""]","[""lag_11""]",0
0.995,b8f3c9093edca45a8388,1,"[""historical_open_to_current_close_ratio""]","[""lag_45""]",0
0.995,b92f287d0965d59ec7fc,1,"[""within_day_price_formation""]","[""unspecified""]",1
0.995,bbb5bbab8d8fc500c589,1,"[""historical_open_to_current_close_ratio""]","[""lag_13""]",0
0.995,bbefefa0fe381565e5ca,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_14""]",0
0.995,bd213f69200b47b9f248,1,"[""historical_high_to_current_close_ratio""]","[""lag_40""]",0
0.995,be56df1ab92268009497,1,"[""historical_open_to_current_close_ratio""]","[""lag_17""]",0
0.995,bf7af0682d97e0a2b4b7,1,"[""historical_open_to_current_close_ratio""]","[""lag_36""]",0
0.995,bf9e179f4851012e1aac,1,"[""historical_high_to_current_close_ratio""]","[""lag_7""]",0
0.995,c1080ec8aaea7a367c23,1,"[""historical_open_to_current_close_ratio""]","[""lag_23""]",0
0.995,c127ae9a3551f23ea2c1,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_46""]",0
0.995,c280d8714b748ca92ed7,1,"[""historical_open_to_current_close_ratio""]","[""lag_51""]",0
0.995,c4527ea9c91b055d3616,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_23""]",0
0.995,c468404ea5fc3e65edf1,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,c50f7f0975b1760a5c91,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_45""]",0
0.995,c51c9e7c70356696ffeb,1,"[""alpha158_min""]","[""window_30""]",0
0.995,c55c2ace0a541577175a,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,c5c2279889353b96306d,1,"[""alpha158_ma""]","[""window_20""]",0
0.995,c60d267958733d9341d3,1,"[""intraday_klen""]","[""same_day""]",0
0.995,c6e1bdb112c357ea3f27,1,"[""alpha158_cord""]","[""window_60""]",0
0.995,c7a37a0937ce0ce43909,1,"[""historical_high_to_current_close_ratio""]","[""lag_42""]",0
0.995,caf59ad025dfa8353d55,1,"[""historical_low_to_current_close_ratio""]","[""lag_10""]",0
0.995,cb20b2ca5bc3735caf00,1,"[""historical_open_to_current_close_ratio""]","[""lag_42""]",0
0.995,cc7a888d934c2457a387,1,"[""historical_open_to_current_close_ratio""]","[""lag_12""]",0
0.995,cc99e622d5c3fa2d5ed9,2,"[""alpha158_rsv"", ""realized_or_residual_risk""]","[""unspecified"", ""window_20""]",0
0.995,cd3988748d4c9fffb34b,1,"[""historical_low_to_current_close_ratio""]","[""lag_26""]",0
0.995,cdad79daa48318f8b357,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_54""]",0
0.995,cdb825b3b03d50254c68,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_53""]",0
0.995,cde26c63e0b027cd9d11,1,"[""historical_close_to_current_close_ratio""]","[""lag_13""]",0
0.995,cded97c992a82adc7401,1,"[""historical_open_to_current_close_ratio""]","[""lag_19""]",0
0.995,ce4411bf34c689130567,1,"[""alpha158_imin""]","[""window_30""]",0
0.995,ce68d97c56fc7ed9626c,1,"[""historical_low_to_current_close_ratio""]","[""lag_19""]",0
0.995,cf03be3726c9f855cc13,1,"[""alpha158_std""]","[""window_5""]",0
0.995,cf32e3c752b81cd24172,1,"[""historical_high_to_current_close_ratio""]","[""lag_36""]",0
0.995,cf67895c38d3e798a504,1,"[""return_continuation""]","[""unspecified""]",0
0.995,d01d091f629f220567f7,1,"[""intraday_klow""]","[""same_day""]",0
0.995,d02105cf9ebd98387d4b,1,"[""historical_close_to_current_close_ratio""]","[""lag_23""]",0
0.995,d1882d657075ba48a56b,1,"[""historical_open_to_current_close_ratio""]","[""lag_39""]",0
0.995,d19860acc1a8add3bab6,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_60""]",0
0.995,d28d4e8b638681c78f7d,1,"[""historical_low_to_current_close_ratio""]","[""lag_15""]",0
0.995,d2daa33daa1bae7ddcb8,1,"[""alpha158_corr""]","[""window_30""]",0
0.995,d3340a4f727143f3c047,1,"[""return_continuation""]","[""unspecified""]",0
0.995,d371e3512e5b3b29b3fe,1,"[""historical_high_to_current_close_ratio""]","[""lag_27""]",0
0.995,d592ff8809b35ae23d92,1,"[""alpha158_corr""]","[""window_60""]",0
0.995,d6482cd1e6d457402afc,1,"[""return_continuation""]","[""unspecified""]",0
0.995,d788148bf1ef3da17441,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_49""]",0
0.995,d86e631a7bb930c44afa,1,"[""return_continuation""]","[""unspecified""]",0
0.995,d987aca76407a9029e56,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,da138bd37d16059cbe41,1,"[""return_continuation""]","[""unspecified""]",0
0.995,dc4742514c889238a8c8,1,"[""historical_high_to_current_close_ratio""]","[""lag_17""]",0
0.995,dca3495eeb65dbf1322c,1,"[""historical_open_to_current_close_ratio""]","[""lag_21""]",0
0.995,dd158e093b1f242a9689,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_28""]",0
0.995,dd30a1c0e3a21a564d4a,1,"[""historical_close_to_current_close_ratio""]","[""lag_19""]",0
0.995,de0447dfb5648c1dffa8,1,"[""normalized_price_slope""]","[""window_60""]",0
0.995,def065bb3ca7dcb81164,1,"[""return_continuation""]","[""unspecified""]",0
0.995,dfaea578e30f18192ae3,1,"[""historical_open_to_current_close_ratio""]","[""lag_40""]",0
0.995,e05fe7adae4fa67e9f70,1,"[""historical_close_to_current_close_ratio""]","[""lag_9""]",0
0.995,e0c7e4f14d5cd95a5bf5,1,"[""historical_close_to_current_close_ratio""]","[""lag_4""]",0
0.995,e0dca8a556950403261a,1,"[""alpha158_rsv""]","[""window_30""]",0
0.995,e0f44476aa3956908f9e,8,"[""realized_or_residual_risk"", ""return_continuation""]","[""unspecified""]",0
0.995,e2d3454b99a524ec2a24,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.995,e3d60641ad8e6c1d41b3,1,"[""historical_close_to_current_close_ratio""]","[""lag_3""]",0
0.995,e4db0944b44de1180856,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_41""]",0
0.995,e53d162b70a230d27913,1,"[""channel_breakout_event""]","[""unspecified""]",1
0.995,e61a509958c7ab3e5ef5,1,"[""historical_high_to_current_close_ratio""]","[""lag_29""]",0
0.995,e739b5450a4f43fc57d5,1,"[""historical_low_to_current_close_ratio""]","[""lag_40""]",0
0.995,e8548fc02cb366880fc4,1,"[""historical_high_to_current_close_ratio""]","[""lag_34""]",0
0.995,e9872021511d1ad38ee7,1,"[""historical_high_to_current_close_ratio""]","[""lag_16""]",0
0.995,ea287b76c19b188a3c9a,1,"[""historical_open_to_current_close_ratio""]","[""lag_20""]",0
0.995,ea8e938315114ae2fb75,1,"[""historical_high_to_current_close_ratio""]","[""lag_15""]",0
0.995,eabd55ce6dfad643998b,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_4""]",0
0.995,ebb5d681d08c28adf5f2,1,"[""historical_high_to_current_close_ratio""]","[""lag_14""]",0
0.995,ebf24dbc642dbcc18fad,1,"[""historical_open_to_current_close_ratio""]","[""lag_33""]",0
0.995,ec581dd8fb2fab0d1f2b,1,"[""alpha158_std""]","[""window_10""]",0
0.995,ede7867065f4a48ecd6e,1,"[""alpha158_rank""]","[""window_30""]",0
0.995,edf76a11fffb3c0f64bb,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_30""]",0
0.995,ee6867eeec2efe315cca,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_48""]",0
0.995,f0802552698149a58494,1,"[""historical_open_to_current_close_ratio""]","[""lag_7""]",0
0.995,f1604058807fbf7599f7,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_60""]",0
0.995,f195364bbafbfde6e09a,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.995,f2642e0f33656a1b13af,1,"[""return_continuation""]","[""unspecified""]",0
0.995,f2cee8df3f93f3e6e6d8,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_32""]",0
0.995,f2e035016e01d878e878,1,"[""historical_low_to_current_close_ratio""]","[""lag_16""]",0
0.995,f2eb5618cea2975fc76d,1,"[""historical_close_to_current_close_ratio""]","[""lag_18""]",0
0.995,f413c0dc13488bc40935,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,f4b71a77e9eebacd374b,1,"[""scale_float_and_shell_value""]","[""unspecified""]",0
0.995,f5b80ddd6e05e6ece026,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_24""]",0
0.995,f6054281d17b805d634b,1,"[""historical_high_to_current_close_ratio""]","[""lag_38""]",0
0.995,f6bf23d675dfb9340db4,4,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""return_continuation"", ""short_horizon_overreaction""]","[""lag_5"", ""name_window_5"", ""window_5""]",0
0.995,f6defa2c00bcefe17ff0,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,f792fc8d6fa54d5f72bd,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.995,f808bc018cf711aeb657,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,f81f8c01f99e2bcf6ea2,1,"[""historical_high_to_current_close_ratio""]","[""lag_12""]",0
0.995,f83cce056b97e3c68cae,1,"[""historical_high_to_current_close_ratio""]","[""lag_28""]",0
0.995,f8e32e45d2e42b253b99,1,"[""historical_high_to_current_close_ratio""]","[""lag_10""]",0
0.995,fa268cead9eff3de4840,1,"[""historical_open_to_current_close_ratio""]","[""lag_50""]",0
0.995,fae392325731509ffd03,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,fb2a557bc098b77cc95a,1,"[""alpha158_rank""]","[""window_10""]",0
0.995,fb7557c9568196899c11,1,"[""alpha158_qtld""]","[""window_10""]",0
0.995,fb819172ab5b538ff6ec,1,"[""historical_low_to_current_close_ratio""]","[""lag_5""]",0
0.995,fbab3007895e6567cb07,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,fd24d9fa8c6fdb48d314,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_51""]",0
0.995,fe7bfcef6a2746bb747f,1,"[""historical_low_to_current_close_ratio""]","[""lag_48""]",0
0.995,fea3522443f841bf57d0,1,"[""historical_low_to_current_close_ratio""]","[""lag_44""]",0
0.995,ff3822e7db613ded91bd,1,"[""return_continuation""]","[""unspecified""]",0
0.995,ff47388823cb8e7f9d27,1,"[""alpha158_qtld""]","[""window_5""]",0
0.995,ff5ada582a8e125d788a,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_53""]",0
0.995,ff9b8d9eac0ea545aaad,1,"[""alpha158_cord""]","[""window_20""]",0
