factor_name,catalog_name,family,lag,category,expression,required_fields,missing_fields,field_status,source_project,source_file,source_function,source_commit,source_path
VWAP23,alpha360_VWAP23,VWAP,23,alpha360_vwap_window,"Ref($vwap, 23)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP22,alpha360_VWAP22,VWAP,22,alpha360_vwap_window,"Ref($vwap, 22)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP21,alpha360_VWAP21,VWAP,21,alpha360_vwap_window,"Ref($vwap, 21)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP20,alpha360_VWAP20,VWAP,20,alpha360_vwap_window,"Ref($vwap, 20)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP19,alpha360_VWAP19,VWAP,19,alpha360_vwap_window,"Ref($vwap, 19)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP18,alpha360_VWAP18,VWAP,18,alpha360_vwap_window,"Ref($vwap, 18)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP17,alpha360_VWAP17,VWAP,17,alpha360_vwap_window,"Ref($vwap, 17)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP16,alpha360_VWAP16,VWAP,16,alpha360_vwap_window,"Ref($vwap, 16)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP15,alpha360_VWAP15,VWAP,15,alpha360_vwap_window,"Ref($vwap, 15)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP14,alpha360_VWAP14,VWAP,14,alpha360_vwap_window,"Ref($vwap, 14)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP13,alpha360_VWAP13,VWAP,13,alpha360_vwap_window,"Ref($vwap, 13)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP12,alpha360_VWAP12,VWAP,12,alpha360_vwap_window,"Ref($vwap, 12)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP11,alpha360_VWAP11,VWAP,11,alpha360_vwap_window,"Ref($vwap, 11)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP10,alpha360_VWAP10,VWAP,10,alpha360_vwap_window,"Ref($vwap, 10)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP9,alpha360_VWAP9,VWAP,9,alpha360_vwap_window,"Ref($vwap, 9)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP8,alpha360_VWAP8,VWAP,8,alpha360_vwap_window,"Ref($vwap, 8)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP7,alpha360_VWAP7,VWAP,7,alpha360_vwap_window,"Ref($vwap, 7)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP6,alpha360_VWAP6,VWAP,6,alpha360_vwap_window,"Ref($vwap, 6)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP5,alpha360_VWAP5,VWAP,5,alpha360_vwap_window,"Ref($vwap, 5)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP4,alpha360_VWAP4,VWAP,4,alpha360_vwap_window,"Ref($vwap, 4)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP3,alpha360_VWAP3,VWAP,3,alpha360_vwap_window,"Ref($vwap, 3)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP2,alpha360_VWAP2,VWAP,2,alpha360_vwap_window,"Ref($vwap, 2)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP1,alpha360_VWAP1,VWAP,1,alpha360_vwap_window,"Ref($vwap, 1)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP0,alpha360_VWAP0,VWAP,0,alpha360_vwap_window,$vwap/$close,"$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME59,alpha360_VOLUME59,VOLUME,59,alpha360_volume_window,"Ref($volume, 59)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME58,alpha360_VOLUME58,VOLUME,58,alpha360_volume_window,"Ref($volume, 58)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME57,alpha360_VOLUME57,VOLUME,57,alpha360_volume_window,"Ref($volume, 57)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME56,alpha360_VOLUME56,VOLUME,56,alpha360_volume_window,"Ref($volume, 56)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME55,alpha360_VOLUME55,VOLUME,55,alpha360_volume_window,"Ref($volume, 55)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME54,alpha360_VOLUME54,VOLUME,54,alpha360_volume_window,"Ref($volume, 54)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME53,alpha360_VOLUME53,VOLUME,53,alpha360_volume_window,"Ref($volume, 53)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME52,alpha360_VOLUME52,VOLUME,52,alpha360_volume_window,"Ref($volume, 52)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME51,alpha360_VOLUME51,VOLUME,51,alpha360_volume_window,"Ref($volume, 51)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME50,alpha360_VOLUME50,VOLUME,50,alpha360_volume_window,"Ref($volume, 50)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME49,alpha360_VOLUME49,VOLUME,49,alpha360_volume_window,"Ref($volume, 49)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME48,alpha360_VOLUME48,VOLUME,48,alpha360_volume_window,"Ref($volume, 48)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME47,alpha360_VOLUME47,VOLUME,47,alpha360_volume_window,"Ref($volume, 47)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME46,alpha360_VOLUME46,VOLUME,46,alpha360_volume_window,"Ref($volume, 46)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME45,alpha360_VOLUME45,VOLUME,45,alpha360_volume_window,"Ref($volume, 45)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME44,alpha360_VOLUME44,VOLUME,44,alpha360_volume_window,"Ref($volume, 44)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME43,alpha360_VOLUME43,VOLUME,43,alpha360_volume_window,"Ref($volume, 43)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME42,alpha360_VOLUME42,VOLUME,42,alpha360_volume_window,"Ref($volume, 42)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME41,alpha360_VOLUME41,VOLUME,41,alpha360_volume_window,"Ref($volume, 41)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME40,alpha360_VOLUME40,VOLUME,40,alpha360_volume_window,"Ref($volume, 40)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME39,alpha360_VOLUME39,VOLUME,39,alpha360_volume_window,"Ref($volume, 39)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME38,alpha360_VOLUME38,VOLUME,38,alpha360_volume_window,"Ref($volume, 38)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME37,alpha360_VOLUME37,VOLUME,37,alpha360_volume_window,"Ref($volume, 37)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME36,alpha360_VOLUME36,VOLUME,36,alpha360_volume_window,"Ref($volume, 36)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME35,alpha360_VOLUME35,VOLUME,35,alpha360_volume_window,"Ref($volume, 35)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME34,alpha360_VOLUME34,VOLUME,34,alpha360_volume_window,"Ref($volume, 34)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME33,alpha360_VOLUME33,VOLUME,33,alpha360_volume_window,"Ref($volume, 33)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME32,alpha360_VOLUME32,VOLUME,32,alpha360_volume_window,"Ref($volume, 32)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME31,alpha360_VOLUME31,VOLUME,31,alpha360_volume_window,"Ref($volume, 31)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME30,alpha360_VOLUME30,VOLUME,30,alpha360_volume_window,"Ref($volume, 30)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME29,alpha360_VOLUME29,VOLUME,29,alpha360_volume_window,"Ref($volume, 29)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME28,alpha360_VOLUME28,VOLUME,28,alpha360_volume_window,"Ref($volume, 28)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME27,alpha360_VOLUME27,VOLUME,27,alpha360_volume_window,"Ref($volume, 27)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME26,alpha360_VOLUME26,VOLUME,26,alpha360_volume_window,"Ref($volume, 26)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME25,alpha360_VOLUME25,VOLUME,25,alpha360_volume_window,"Ref($volume, 25)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME24,alpha360_VOLUME24,VOLUME,24,alpha360_volume_window,"Ref($volume, 24)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME23,alpha360_VOLUME23,VOLUME,23,alpha360_volume_window,"Ref($volume, 23)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME22,alpha360_VOLUME22,VOLUME,22,alpha360_volume_window,"Ref($volume, 22)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME21,alpha360_VOLUME21,VOLUME,21,alpha360_volume_window,"Ref($volume, 21)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME20,alpha360_VOLUME20,VOLUME,20,alpha360_volume_window,"Ref($volume, 20)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME19,alpha360_VOLUME19,VOLUME,19,alpha360_volume_window,"Ref($volume, 19)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME18,alpha360_VOLUME18,VOLUME,18,alpha360_volume_window,"Ref($volume, 18)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME17,alpha360_VOLUME17,VOLUME,17,alpha360_volume_window,"Ref($volume, 17)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME16,alpha360_VOLUME16,VOLUME,16,alpha360_volume_window,"Ref($volume, 16)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME15,alpha360_VOLUME15,VOLUME,15,alpha360_volume_window,"Ref($volume, 15)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME14,alpha360_VOLUME14,VOLUME,14,alpha360_volume_window,"Ref($volume, 14)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME13,alpha360_VOLUME13,VOLUME,13,alpha360_volume_window,"Ref($volume, 13)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME12,alpha360_VOLUME12,VOLUME,12,alpha360_volume_window,"Ref($volume, 12)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME11,alpha360_VOLUME11,VOLUME,11,alpha360_volume_window,"Ref($volume, 11)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME10,alpha360_VOLUME10,VOLUME,10,alpha360_volume_window,"Ref($volume, 10)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME9,alpha360_VOLUME9,VOLUME,9,alpha360_volume_window,"Ref($volume, 9)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME8,alpha360_VOLUME8,VOLUME,8,alpha360_volume_window,"Ref($volume, 8)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME7,alpha360_VOLUME7,VOLUME,7,alpha360_volume_window,"Ref($volume, 7)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME6,alpha360_VOLUME6,VOLUME,6,alpha360_volume_window,"Ref($volume, 6)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME5,alpha360_VOLUME5,VOLUME,5,alpha360_volume_window,"Ref($volume, 5)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME4,alpha360_VOLUME4,VOLUME,4,alpha360_volume_window,"Ref($volume, 4)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME3,alpha360_VOLUME3,VOLUME,3,alpha360_volume_window,"Ref($volume, 3)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME2,alpha360_VOLUME2,VOLUME,2,alpha360_volume_window,"Ref($volume, 2)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME1,alpha360_VOLUME1,VOLUME,1,alpha360_volume_window,"Ref($volume, 1)/($volume+1e-12)",$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VOLUME0,alpha360_VOLUME0,VOLUME,0,alpha360_volume_window,$volume/($volume+1e-12),$volume,,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
