source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha101,alpha101_001,kunquant_alpha101_alpha024,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha024,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha024,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha024,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha025,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha025,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha025,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha025,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha026,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha026,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha026,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha026,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha028,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha028,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha028,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha028,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha029,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha029,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha029,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha029,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha030,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha030,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha030,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha030,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_001,kunquant_alpha101_alpha031,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha031,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha031,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha031,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha033,alpha101,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha033,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha101_adapter_v4_smoke_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha033,Generated from KunQuant pandas reference smoke; coverage=0.993685 V4 smoke passed for selected Alpha101 adapter factor.,legacy_v1,kunquant_alpha101_alpha033,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha034,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha034,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha034,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha034,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha035,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha035,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha035,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha035,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha038,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha038,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha038,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha038,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha040,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha040,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha040,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha040,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha041,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha041,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha041,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha041,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha042,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha042,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha042,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha042,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha043,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha043,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha043,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha043,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha044,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha044,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha044,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha044,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha045,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha045,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha045,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha045,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha046,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha046,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha046,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha046,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha047,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha047,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha047,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha047,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha049,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha049,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha049,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha049,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha050,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha050,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha050,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha050,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha051,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha051,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,$close,"label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha051,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha051,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha053,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha053,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha053,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha053,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha054,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha054,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha054,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha054,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha055,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha055,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha055,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha055,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha057,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha057,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha057,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha057,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha060,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha060,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha060,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha060,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha062,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha062,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha062,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha062,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha064,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha064,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha064,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha064,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha066,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha066,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha066,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha066,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha071,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha071,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$low,$open,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha071,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha071,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_002,kunquant_alpha101_alpha072,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha072,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha072,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha072,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha073,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha073,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$low,$open,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha073,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha073,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha074,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha074,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha074,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha074,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha077,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha077,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha077,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha077,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha078,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha078,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha078,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha078,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha083,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha083,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha083,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha083,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha084,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha084,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$amount,$close,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha084,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha084,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
alpha101,alpha101_003,kunquant_alpha101_alpha085,alpha101,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha085,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,watch,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",alpha101_adapter_v4_batch_passed,True,True,factor_research.alpha101_source.compute_alpha101_features,alpha085,Alpha101 batch V4 passed.,legacy_v1,kunquant_alpha101_alpha085,,A_or_B_legacy,Multi,CrossSectionalTechnicalFormula,pre_network_data_correctness_candidate
