factor,proposal_role_0_7,proposed_representative_0_7,representation_sign_0_7,reason_0_7,all_views_comparable_peers_0_7,unknown_pair_count_0_7,proposal_role_0_85,proposed_representative_0_85,representation_sign_0_85,reason_0_85,all_views_comparable_peers_0_85,unknown_pair_count_0_85,proposal_role_0_95,proposed_representative_0_95,representation_sign_0_95,reason_0_95,all_views_comparable_peers_0_95,unknown_pair_count_0_95,proposal_role_0_995,proposed_representative_0_995,representation_sign_0_995,reason_0_995,all_views_comparable_peers_0_995,unknown_pair_count_0_995,mechanism,horizon,formula_units,replacement_hold_reason,canonical_representation_proposal,registration_status,user_decision,replacement_authority
alpha360_VWAP4,retain_semantic_or_horizon_variant,alpha360_VWAP4,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP4,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP4,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP4,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_4,ratio,,,,pending,none_proposal_only
alpha360_VWAP40,retain_semantic_or_horizon_variant,alpha360_VWAP40,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP40,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP40,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP40,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_40,ratio,,,,pending,none_proposal_only
alpha360_VWAP41,retain_semantic_or_horizon_variant,alpha360_VWAP41,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP41,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP41,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP41,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_41,ratio,,,,pending,none_proposal_only
alpha360_VWAP42,retain_semantic_or_horizon_variant,alpha360_VWAP42,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP42,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP42,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP42,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_42,ratio,,,,pending,none_proposal_only
alpha360_VWAP43,retain_semantic_or_horizon_variant,alpha360_VWAP43,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP43,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP43,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP43,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_43,ratio,,,,pending,none_proposal_only
alpha360_VWAP44,retain_semantic_or_horizon_variant,alpha360_VWAP44,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP44,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP44,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP44,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_44,ratio,,,,pending,none_proposal_only
alpha360_VWAP45,retain_semantic_or_horizon_variant,alpha360_VWAP45,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP45,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP45,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP45,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_45,ratio,,,,pending,none_proposal_only
alpha360_VWAP46,retain_semantic_or_horizon_variant,alpha360_VWAP46,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP46,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP46,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP46,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_46,ratio,,,,pending,none_proposal_only
alpha360_VWAP47,retain_semantic_or_horizon_variant,alpha360_VWAP47,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP47,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP47,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP47,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_47,ratio,,,,pending,none_proposal_only
alpha360_VWAP48,retain_semantic_or_horizon_variant,alpha360_VWAP48,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP48,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP48,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP48,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_48,ratio,,,,pending,none_proposal_only
alpha360_VWAP49,retain_semantic_or_horizon_variant,alpha360_VWAP49,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP49,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP49,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP49,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_49,ratio,,,,pending,none_proposal_only
alpha360_VWAP5,retain_semantic_or_horizon_variant,alpha360_VWAP5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP5,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_5,ratio,,,,pending,none_proposal_only
alpha360_VWAP50,retain_semantic_or_horizon_variant,alpha360_VWAP50,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP50,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP50,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP50,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_50,ratio,,,,pending,none_proposal_only
alpha360_VWAP51,retain_semantic_or_horizon_variant,alpha360_VWAP51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_51,ratio,,,,pending,none_proposal_only
alpha360_VWAP52,retain_semantic_or_horizon_variant,alpha360_VWAP52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_52,ratio,,,,pending,none_proposal_only
alpha360_VWAP53,retain_semantic_or_horizon_variant,alpha360_VWAP53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_53,ratio,,,,pending,none_proposal_only
alpha360_VWAP54,retain_semantic_or_horizon_variant,alpha360_VWAP54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_54,ratio,,,,pending,none_proposal_only
alpha360_VWAP55,retain_semantic_or_horizon_variant,alpha360_VWAP55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_55,ratio,,,,pending,none_proposal_only
alpha360_VWAP56,retain_semantic_or_horizon_variant,alpha360_VWAP56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_56,ratio,,,,pending,none_proposal_only
alpha360_VWAP57,retain_semantic_or_horizon_variant,alpha360_VWAP57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_57,ratio,,,,pending,none_proposal_only
alpha360_VWAP58,retain_semantic_or_horizon_variant,alpha360_VWAP58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_58,ratio,,,,pending,none_proposal_only
alpha360_VWAP59,retain_semantic_or_horizon_variant,alpha360_VWAP59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_59,ratio,,,,pending,none_proposal_only
alpha360_VWAP6,retain_semantic_or_horizon_variant,alpha360_VWAP6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP6,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_6,ratio,,,,pending,none_proposal_only
alpha360_VWAP7,retain_semantic_or_horizon_variant,alpha360_VWAP7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP7,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_7,ratio,,,,pending,none_proposal_only
alpha360_VWAP8,retain_semantic_or_horizon_variant,alpha360_VWAP8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP8,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_8,ratio,,,,pending,none_proposal_only
alpha360_VWAP9,retain_semantic_or_horizon_variant,alpha360_VWAP9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP9,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_9,ratio,,,,pending,none_proposal_only
amount_cv_20,retain_unmerged_with_unknown_pairs,amount_cv_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,amount_cv_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,amount_cv_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,amount_cv_20,1.0,Singleton is not evidence of independence,479,14,amount_cv,window_20,dimensionless,,,,pending,none_proposal_only
amount_mean_20,retain_semantic_or_horizon_variant,amount_mean_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,amount_mean_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_unmerged_with_unknown_pairs,amount_mean_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,amount_mean_20,1.0,Singleton is not evidence of independence,479,14,amount_mean,window_20,provider_amount,,,,pending,none_proposal_only
amount_std_20,retain_semantic_or_horizon_variant,amount_std_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,amount_std_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_unmerged_with_unknown_pairs,amount_std_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,amount_std_20,1.0,Singleton is not evidence of independence,479,14,amount_std,window_20,provider_amount,,,,pending,none_proposal_only
amplitude_20,retain_semantic_or_horizon_variant,amplitude_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,amplitude_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,amplitude_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_unmerged_with_unknown_pairs,amplitude_20,1.0,Singleton is not evidence of independence,479,14,amplitude,window_20,dimensionless,,,,pending,none_proposal_only
corr_ret_amount_20,retain_semantic_or_horizon_variant,corr_ret_amount_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_amount_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_amount_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_amount_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,corr_ret_amount,window_20,dimensionless,,,,pending,none_proposal_only
corr_ret_volume_20,retain_semantic_or_horizon_variant,corr_ret_volume_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_volume_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_volume_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,corr_ret_volume_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,corr_ret_volume,window_20,dimensionless,,,,pending,none_proposal_only
kunquant_alpha101_alpha003,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha004,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha005,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha006,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha007,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha011,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha011_canonical_vwap_v2,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,within_day_price_formation,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha012,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha013,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha014,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha015,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha016,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha024,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha026,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha035,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha040,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha041,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha042,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha042_canonical_vwap_v2,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,within_day_price_formation,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha044,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha045,deferred,,,unresolved_semantics,478,15,deferred,,,unresolved_semantics,478,15,deferred,,,unresolved_semantics,478,15,deferred,,,unresolved_semantics,478,15,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha050,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha050_canonical_vwap_v2,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,within_day_price_formation,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha055,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha071,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha077,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,deferred,,,unresolved_semantics,480,13,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha083,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha084,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha084_canonical_vwap_v2,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,deferred,,,unresolved_semantics,0,493,within_day_price_formation,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha088,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha094,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,mixed_formula_information,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
kunquant_alpha101_alpha094_canonical_vwap_v2,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,deferred,,,unresolved_semantics,479,14,within_day_price_formation,unspecified,unresolved,unresolved_semantics,,,pending,none_proposal_only
mature_amihud_illiquidity_20,retain_semantic_or_horizon_variant,mature_amihud_illiquidity_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_amihud_illiquidity_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_amihud_illiquidity_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_amihud_illiquidity_20,1.0,Singleton is not evidence of independence,480,13,mature_amihud_illiquidity,window_20_min_observations_10,inverse_CNY,,,,pending,none_proposal_only
mature_book_to_market_pit,retain_semantic_or_horizon_variant,mature_book_to_market_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_book_to_market_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_book_to_market_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_book_to_market_pit,1.0,Singleton is not evidence of independence,480,13,mature_book_to_market_pit,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,,,,pending,none_proposal_only
