factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
alpha158_MIN30,b9bb624f22820fc5b2099b425ff529b1f17d95a215797038797f451d4e9309a1,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.05589968498815847,3361,1.0,0.3,0.005286910354676195,0.004307345760396097,0.8571428571428571,0.037223727022480925,0.002801076455307721,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_MIN5,c91347c77022aaa2617ae451e2916246ba357df550113fcb0db515bd03135590,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.04349485054777034,3361,1.0,0.09999999999999999,0.004751546511456311,0.004641209314904077,0.8571428571428571,0.03619459992331282,0.0025562336384992988,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_MIN60,96805e66d17abf52f9b401fd48a45ee8ee4172186592f2319adb5ef14b6f9b35,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.06151499849914756,3361,0.9285714285714286,0.3,0.0058045654712389014,0.004307899957126019,0.8571428571428571,0.03868069254307399,0.0030177146714034965,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLD10,e063c3f500dccca5928dd4cc91d305f9a5c910fb303f6815c9caf42a4d169f42,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03881953935289091,3361,1.0,0.3,0.006361982654817351,0.004714958044905045,0.9285714285714286,0.03521726310434411,0.003188378346432134,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLD20,1964cbcc43dff079a7e33f6fd6365801bb37564f53655a7aa559d283021033c4,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.0533979623888495,3361,1.0,0.6,0.008641157292635671,0.0054161783724098935,0.9285714285714286,0.04182031600522899,0.004331412263682892,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLD30,94f708d9987339e7f76d9f0ac08742b1b47036e0f69e199b48eeee4377ded38d,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.06277429904951619,3361,1.0,0.7,0.01003088473395816,0.005869799114720459,0.8571428571428571,0.046474921976493055,0.005019511076973355,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLD5,433b32e3dce7ef95b77ebc30e0521c924b0a95c4a4434383d52c2fe4f83e2a57,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.02941540466907685,3361,1.0,0.09999999999999999,0.005090229232345043,0.004435365689274462,0.9285714285714286,0.03161833114205002,0.002558787858555569,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLD60,3e8484780115661b43a43ed507e2a8822d1fa0ddeaf84c954bf118e1c5d642ad,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.07286408648058111,3361,1.0,0.8999999999999998,0.01104277994358845,0.005983952080638222,0.8571428571428571,0.04912109111264304,0.00552683872512145,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLU20,31a8751aaea1853a59125c1aed3a73d075eca4c5f6db19b6b1697513c0c27972,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.038532405847560035,3361,0.9285714285714286,0.7,0.009462293734112096,0.004284973914070234,0.7142857142857143,0.03281339747524843,0.004741311801365898,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLU30,8268a3db37ea004658c474b3a0fc82a1ed96398627e88e447d30a67218b9aae2,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05062418103666363,3361,0.8571428571428571,0.9999999999999999,0.011673817573265566,0.005283754102056693,0.7857142857142857,0.04070406145278337,0.005845370280994623,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_QTLU60,3c59bd7833cd81c43a5f39b4f955896698272a19dffff499439abd8d785a7a48,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.060726557827153874,3361,0.8571428571428571,0.9999999999999999,0.012851366973299276,0.005681927443914398,0.7857142857142857,0.04499441702890125,0.006430978899622661,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RANK10,16e8a2839bb68ea2179409f53a7286b0c8b658600b8566ae895ab93a2ce446fa,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.021149373852541523,3361,0.8571428571428571,-0.39999999999999997,-0.0038919102890329466,-0.0019608708387237935,0.7142857142857143,-0.013940719464791217,-0.0013560882640884435,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RANK20,36c233f73df57361205d57c0eb26fecda695e6d90c6f55bb42afc8f13e7c4566,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.03397897045496079,3361,0.9285714285714286,-0.3,-0.004800198180164238,-0.0029409099901905847,0.7142857142857143,-0.022065346940891246,-0.002624151419025304,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RANK30,91f4349d48710dfe124ffcbb0fb0566488389b56e25eb751674e99b644b4100c,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.041978136598779456,3361,1.0,-0.3,-0.005629892151764678,-0.0034887574598245126,0.7142857142857143,-0.02691441946971848,-0.0032029887237805675,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RANK60,f11ec19c9ef197bc0737677f869a3a2787cb057bee2193df320eb7b72692651e,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.05093443860180316,3361,0.9285714285714286,-0.7,-0.0063944978087675025,-0.003957994281112214,0.7142857142857143,-0.03065032504680596,-0.003636116542209982,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RESI60,287d7904e3f6c481ce2d140003baa90fce7eb758606ff65f0bb12fc946312961,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.031281681326082875,3361,0.8571428571428571,-0.3,-0.007177179051961115,-0.003581899028610422,0.8571428571428571,-0.02522122637449506,-0.003597787976542047,0.0012528455151405,0.0090427193914192,0.9472413129431805,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_ROC10,db99dc2e778f290a65bb1a52ffe657e14cf22fc2b6e86569de1f3bde0f33374f,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.041740150431890374,3361,1.0,0.7,0.008353281702819952,0.004258718090950738,0.7857142857142857,0.03289847256278483,0.004177747870588374,0.0012528455151405,0.0090427193914192,0.9377682572541793,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_ROC20,371bd92c3dd5b3701e1f37bc80b950f55d55bb03af4ac47662a3da3f3f8231bc,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0631637626962849,3361,1.0,0.9999999999999999,0.012084283389298562,0.0058420166426411315,0.8571428571428571,0.046161455184791395,0.006048092586561051,0.0012528455151405,0.0090427193914192,0.9351075453769809,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_ROC30,0fe5c7540a1e6c23c984be516772876571826c90bb2ec6e81add89e10bf82e4d,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06866374680373998,3361,1.0,0.9999999999999999,0.012618845954982794,0.005932133272349288,0.7857142857142857,0.047999332287187176,0.006320325462385734,0.0012528455151405,0.0090427193914192,0.9332027502761945,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_ROC5,7241e0adb99cdfbb7ddeb2c0ffd69971d220264b5dac14b2f04194f9c2b610c6,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.028581224876945848,3361,1.0,0.3,0.006113084430891596,0.0033191050628574572,0.8571428571428571,0.025578667778589654,0.003059157147649439,0.0012528455151405,0.0090427193914192,0.9402118021825808,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_ROC60,8cc401a6187875cb70fe26b00c6107bb8a6ad1342874b9e5e39f0eb661f77620,alpha158,VolatilityRisk,RiskLottery,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06061833038253814,3361,0.9285714285714286,0.9999999999999999,0.009837705652062545,0.004698979795359658,0.7857142857142857,0.04046711658411907,0.004928089884995865,0.0012528455151405,0.0090427193914192,0.9300407206972378,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RSV20,f1db2cb0e8fe56d00c3ff10c6f14584813d4c9afd5a275bd5a5fdfaa3b9db142,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.025305439462916742,3361,0.8571428571428571,-0.3,-0.0032323042205837397,-0.002119190092316258,0.6428571428571429,-0.015824868042626238,-0.0017927546463785496,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RSV30,f4d967a25f64fa29da03455a71090c09dd88926efa9ed7780c3977eb47c75f39,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.03398237537968191,3361,0.9285714285714286,-0.3,-0.004525965489791708,-0.002659051705456757,0.7142857142857143,-0.020420367998603337,-0.0024451539581841386,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_RSV60,79c9801f9b119ea58f9df3ffb392f509dcfe92dbc90001414062215423a3cbcf,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.042093137479883795,3361,0.7857142857142857,-0.7,-0.004932466220616418,-0.002803553431541139,0.7857142857142857,-0.02223191703881003,-0.0026005525931880845,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_STD10,0e20a814137c84a522a3edc358bfa75b84b7a1f9fe7558d00f3d000c835303fc,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.035885469897231265,3361,0.8571428571428571,-0.09999999999999999,-0.00022771187799119663,-0.001756466293132899,0.7142857142857143,-0.017565408537381692,-0.00011245533852664828,0.0012528455151405,0.0090427193914192,0.946829862652892,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_STD5,59a30f50e3950bdf928f54dcc5245e675b1a99f604b4be4a3649efafb4331f30,alpha158,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.03742174080011114,3361,0.9285714285714286,-0.09999999999999999,-0.0014499430816848219,-0.002429727466588981,0.7857142857142857,-0.021966740460026012,-0.0007233662122564423,0.0012528455151405,0.0090427193914192,0.946425383527743,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha158_SUMD10,e5b484969f14d4d6760afe4285c0a3534fd0334350df032c3ae7e29629247b7e,alpha158,MomentumTrend,ReturnDynamics,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.025641935725462257,3361,0.8571428571428571,-0.3,-0.003533987391522288,-0.001604657008686668,0.6428571428571429,-0.012765094535159196,-0.0017665484805233784,0.0012528455151405,0.0090427193914192,0.949726684862418,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
