factor,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,warnings,secondary_universe_status,microcap_exposure_status,turnover_status,numeric_duplicate_clustering_status,auxiliary_10d_status
alpha360_VWAP20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP21,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP22,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP23,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP24,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP25,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP26,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP27,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP28,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP29,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP3,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP30,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP31,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP32,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP33,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP34,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP35,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP36,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP37,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP38,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP39,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP4,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP40,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP41,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP42,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP43,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP44,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP45,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP46,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP47,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP48,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP49,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP5,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP50,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP51,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP52,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP53,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP54,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP55,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP56,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP57,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP58,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP59,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP6,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP7,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP8,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
alpha360_VWAP9,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
amount_cv_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
amount_mean_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
amount_std_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
amplitude_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
corr_ret_amount_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
corr_ret_volume_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
downside_std_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha001,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha002,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha003,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha004,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha005,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha005_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha006,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha007,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha008,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha009,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha010,False,True,False,False,regime_concentrated;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha011,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha011_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha012,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha013,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha014,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha015,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha016,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha017,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha018,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha020,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha022,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha024,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha025,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha025_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha026,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha028,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha029,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha030,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha031,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha033,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha034,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha035,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha038,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha040,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha041,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha041_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha042,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha042_canonical_vwap_v2,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha043,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha044,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha045,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha046,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha047,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha047_canonical_vwap_v2,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha049,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha050,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha050_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha051,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha053,True,True,False,False,direction_instability;regime_concentrated;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha054,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha055,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha057,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha057_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha060,True,True,False,False,direction_instability;regime_concentrated;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha061,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha061_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha062,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha062_canonical_vwap_v2,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha064,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha064_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha065,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha065_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha066,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha066_canonical_vwap_v2,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha071,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha071_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha072,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha072_canonical_vwap_v2,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha073,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha073_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha074,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha074_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha075,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha075_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha077,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha077_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha078,True,False,True,True,direction_instability;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha078_canonical_vwap_v2,True,False,True,True,direction_instability;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha081,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha081_canonical_vwap_v2,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha083,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha083_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha084,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha084_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha085,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha088,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha092,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha094,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha094_canonical_vwap_v2,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha095,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
