factor,source,canonical_factor_id,economic_family,economic_subfamily,agreement,pass_count,analysis_direction,qlib_ic__mean,annual_direction_agreement,worst_directional_era_mean,fdr_by_q_value,ic_sample_coverage,quantile_dates,alphalens_quantile_monotonicity_raw,alphalens_q1__mean,alphalens_q2__mean,alphalens_q3__mean,alphalens_q4__mean,alphalens_q5__mean,era_A_mean_raw,era_B_mean_raw,era_C_mean_raw,era_D_mean_raw,alphalens_reasons,jqfactor_reasons,qlib_reasons,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,review_recommendation,structural_group_hint,existing_flags,opposite_annual_periods,review_notes,reviewer,user_decision,scope,basis_rule_id
ta_momentum_pvo_hist,ta,7881c436e54f4f3d0555c029227bac2ac7ebf50fc607ed32ffa0cd2b34e86859,MomentumTrend,TechnicalTrend,0/3,0,1.0,0.0010915643984679478,0.5,-0.00782928721639674,1.0,0.9350437440612492,3361,0.0,0.0042271625202916835,0.007947152704452797,0.00932314098844297,0.009751235348314706,0.0042198716836750255,0.0023173219895664147,0.0004923534076478723,-0.00782928721639674,0.008865665415395779,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_quantile_spread;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_Pearson;positive_directional_long_short,True,True,False,True,当前20D候选研究不优先推进,TechnicalTrend,direction_instability;regime_concentrated;by_sensitivity_not_significant,2012;2013;2016;2019;2020;2022;2023,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_pvo_signal,ta,daa1994d7892fe64b12de437effa5e532bcd4e1ab706bc5c249b8e37be0148ee,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.043281804771619574,0.9285714285714286,0.023809840827303815,0.0090427193914192,0.9350437440612492,3361,-0.7,0.008226460499235413,0.009476904967418258,0.009062078420488003,0.00779000942185371,0.0009096616762573624,-0.04518309372142961,-0.04545509314749238,-0.023809840827303815,-0.05794957937656039,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_roc,ta,8fc9352076aac750c0fdb4a90e656526c30cc042b18acded1fee453649372890,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.04734229950440375,1.0,0.0389938897571048,0.0090427193914192,0.9260727638093478,3361,-0.7,0.008652120732429509,0.009920054665462072,0.009641018333319335,0.0073203270338841105,-0.0007520646113598889,-0.040536488262978974,-0.06911305538442258,-0.0389938897571048,-0.044902467524763824,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_rsi,ta,f8a9f5457c944a5210921d24d8d1fb1efc6e50b70cfc50ddff5b69dac62f38db,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.047636178886781226,0.9285714285714286,0.0290726784451053,0.0090427193914192,0.9506877963692354,3361,-0.7,0.008284194543205252,0.009493997951486824,0.009267038606996198,0.00665176441607422,0.000950616459489386,-0.0438701119021061,-0.06050980033502905,-0.0290726784451053,-0.059846918738089255,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_stoch,ta,54465e42c907cfafa5d5ab2de7a03ec91212627cbae263f2663c62eaa501d496,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.019092774419040687,0.8571428571428571,0.010584752702277917,0.0500701255258616,0.8936668480179917,3342,-0.3,0.005862001303097952,0.008546793266015403,0.00917127928796403,0.007842954541676293,0.0032451905803508197,-0.01482599210549858,-0.02789220240664572,-0.010584752702277917,-0.02597655043372295,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,True,当前20D候选研究不优先推进,TechnicalTrend,by_sensitivity_not_significant,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_stoch_rsi,ta,4d87b14112e7753fb14c54a500c68e17f9afecfd6ef268196784114f2dcc1109,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.0008344440264065399,0.6428571428571429,-0.006713558921589876,1.0,0.949212637206927,1800,0.3,0.0019798463589298476,0.0047462255623907336,0.00664409773778066,0.006436442782936272,0.0023444474430582437,0.0017125405795807088,-0.008668653441922343,-0.00444102131965406,0.006713558921589876,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_quantile_spread;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_long_short,True,True,False,True,当前20D候选研究不优先推进,TechnicalTrend,direction_instability;regime_concentrated;by_sensitivity_not_significant,2012;2014;2018;2020;2021,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_stoch_rsi_d,ta,253fac702fea97f392d0675d7b09c9f169b4730f6a2587b7a626901f33130859,MomentumTrend,TechnicalTrend,0/3,0,1.0,0.0023045040928022825,0.42857142857142855,-0.011717375334812482,1.0,0.9459184585844594,3357,0.3,0.00466161535224357,0.007421415950180009,0.008284574115071854,0.007962957145015416,0.005563884555671646,0.010657913127588665,-0.011717375334812482,-0.005771567435772211,0.011077777433274288,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,True,True,False,True,当前20D候选研究不优先推进,TechnicalTrend,direction_instability;regime_concentrated;by_sensitivity_not_significant,2011;2013;2015;2016;2017;2018;2019;2023,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_stoch_rsi_k,ta,97c6a9f48840c194d37cf0cfaae805d6efa7a2486a20a88130d7598761aefc4c,MomentumTrend,TechnicalTrend,0/3,0,1.0,0.0015440570728324956,0.42857142857142855,-0.010239124757685845,1.0,0.9475847185998263,3223,0.3,0.0031365738109743234,0.006003967049311605,0.007201853622947324,0.0069427318486302205,0.004039146506279165,0.007608440646915306,-0.010239124757685845,-0.005042198813446719,0.010323726043147595,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,True,True,False,True,当前20D候选研究不优先推进,TechnicalTrend,direction_instability;regime_concentrated;by_sensitivity_not_significant,2010;2011;2013;2015;2016;2017;2019;2023,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_stoch_signal,ta,fa4298b3bd102e091497a4d9a947c1449abbe969013f12607910ff1ad489a7d4,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.01973089628839419,0.8571428571428571,0.01220179403470974,0.0745413355238616,0.8859021824293298,3358,-0.3,0.006039872413875455,0.00863175409090965,0.008951250183046891,0.007263125823540258,0.003191220581166242,-0.01220179403470974,-0.03159868123590752,-0.01255734848404218,-0.027566151676840032,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,True,当前20D候选研究不优先推进,TechnicalTrend,by_sensitivity_not_significant,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_tsi,ta,1e36c9bbbc15f0b2419fe699759e6ff250a1b5c984391c44211362fa9be1b0c3,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.052301595601575615,0.8571428571428571,0.030075264570719514,0.0090427193914192,0.9330287742418479,3361,-0.9999999999999999,0.009669165016687157,0.009590099874243769,0.008533983241876621,0.00611009506302708,0.0017325134371597402,-0.04838402469211868,-0.0568531863968107,-0.030075264570719514,-0.07718420082168183,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,TechnicalTrend,none_of_four_existing_flags,2013;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_uo,ta,826595d7239c6de591c446faa3379fd9692cff0f878413d4963946c939fa7d20,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.027704493259326654,0.8571428571428571,0.02321492412418066,0.0090427193914192,0.8386316209019778,3361,-0.7,0.008167304970069393,0.009273058148347972,0.009154238241767308,0.00742050654603083,0.0016005170180858755,-0.02321492412418066,-0.02697893791175168,-0.028452564890014347,-0.03526974850330972,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,2017;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_momentum_wr,ta,c7c66a9b9da84a5d3b9a7ee9819eaf7f77387d7305caf3807b9805f00c213069,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.019092774419040687,0.8571428571428571,0.010584752702277917,0.0500701255258616,0.8936668480179917,3342,-0.3,0.005862001303097952,0.008546793266015403,0.00917127928796403,0.007842954541676293,0.0032451905803508197,-0.01482599210549858,-0.02789220240664572,-0.010584752702277917,-0.02597655043372295,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,True,当前20D候选研究不优先推进,TechnicalTrend,by_sensitivity_not_significant,2014;2020,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_adx,ta,44f08853a7c2933a012bd7d232209695f9735efdb3ec74f209b8c6c600bfc115,MomentumTrend,TechnicalTrend,0/3,0,-1.0,-0.004495924574732306,0.7,-0.011366741307023146,1.0,0.3525866811343601,2413,0.3,0.008321658312143978,0.01044029560870208,0.010277199187808396,0.010848731848538979,0.010234404241470646,-0.0076545297759867915,-0.0176662877083888,0.011366741307023146,-0.00614632401600367,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_quantile_spread;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;primary_BH_q_005;positive_directional_long_short,True,True,True,True,当前20D候选研究不优先推进,TechnicalTrend,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant,2017;2018;2022,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_adx_neg,ta,28dd9dc52d3973cf5219b3b879e22cb8b270b5f7d68d9e59ecca4f5e0589f734,MomentumTrend,TechnicalTrend,3/3,3,1.0,0.049794168707317454,0.8,0.003294452427907496,0.0090427193914192,0.3525866811343601,2413,0.8999999999999998,0.0036294323023886234,0.009556461535207176,0.011425948198111935,0.01285750657539648,0.01267024008997835,0.003294452427907496,0.08175798333485876,0.02924790076282521,0.054034528169887616,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,True,False,有条件保留_暂缓升级,TechnicalTrend,low_sample_coverage,2017;2020,有效样本覆盖约35%；早年覆盖极稀，暂缓升级，先解释可用样本随时期的变化。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_adx_pos,ta,cd6c1da400b3c6fc90dfa795e2c4fde56b7fe5d3cefe78e2b16ff743aaa9c65a,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.04820690982307734,1.0,0.006873199617343609,0.0090427193914192,0.3525866811343601,2413,-0.8999999999999998,0.011713581798691875,0.011858673860230722,0.011258751005860348,0.010281527026882984,0.005014031548917731,-0.006873199617343609,-0.06747574491224079,-0.03229770652176963,-0.05902233492943958,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,True,False,有条件保留_暂缓升级,TechnicalTrend,low_sample_coverage,,有效样本覆盖约35%；早年覆盖极稀，暂缓升级，先解释可用样本随时期的变化。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_aroon_down,ta,b64653ace38cf3120203f8078ec14a1ffcdf342799f4e67295f351c8b7e038bc,MomentumTrend,TechnicalTrend,2/3,2,1.0,0.04037398917719603,0.9285714285714286,0.021526885060219016,0.0090427193914192,0.849087762422692,916,0.7,-0.001784154910005314,-0.0011630397261462762,0.0020508118683383765,0.002596671819257612,-0.0011208054295630053,0.03630345870822351,0.056079864028180985,0.021526885060219016,0.050455899182800065,minimum_1260_quantile_dates;directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,2013,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_aroon_ind,ta,60e9b81814ac6f6b77ab88b4b5531d2bb6fe76ef2176ce1ba12c134a867581a0,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.05002599075565616,1.0,0.038812974875580164,0.0090427193914192,0.849087762422692,3197,-0.9999999999999999,0.008382591259144891,0.00802658360820023,0.006595599875264137,0.0039957964661101394,-0.0007952606805529621,-0.045165113020248185,-0.05801824551857425,-0.038812974875580164,-0.06154751801392974,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_aroon_up,ta,64c9d4d43229e51466612d54fdfb09d1f069073fdaa9d0cc4fe6601048897b61,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.04263861525161787,1.0,0.034203452436361255,0.0090427193914192,0.849087762422692,2169,-0.9999999999999999,0.0038237685383352843,0.0037606775925748993,0.00239809925352653,0.0004002983751119711,-0.0043127061718229625,-0.04063033732748681,-0.04035072256264941,-0.034203452436361255,-0.05712626662123624,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_cci,ta,a36047575de6dbc037d0bf5bb2539a39535a2e1319b9f06b6515cac842570c43,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.038715011879646134,1.0,0.031289632345920124,0.0090427193914192,0.8707696014766746,3361,-0.3,0.007110518261227026,0.009767055127801816,0.010170833232431896,0.00806693797984312,0.0002123031742957809,-0.031994817112413074,-0.05434567354990977,-0.031289632345920124,-0.04154231368459804,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_dpo,ta,c0e390055f1e949c53607489560105e863bcd0325e8f6ff5101e5d787e22b1d5,MomentumTrend,TechnicalTrend,0/3,0,1.0,0.017992498563269343,1.0,0.012603830015470475,0.0090427193914192,0.8707696014766746,3361,0.3,0.002196167985618842,0.007884719475298391,0.009888221189594591,0.009575633277783437,0.005784976361756001,0.012818852658585105,0.03097601777537096,0.01863992800953773,0.012603830015470475,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ema_fast,ta,ba73f7460ca6eaf010c77998172986c3c5e80766b30dc2031a1eaa7e9d4a0938,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.024310012283575766,0.7857142857142857,-0.0351497924403817,0.0090427193914192,0.9455777807750421,3361,-0.9999999999999999,0.009736284640636599,0.009250533900961018,0.006919270632585215,0.004935671251074456,0.0038806555648954162,-0.039944620016334885,-0.044764187577248385,0.0351497924403817,-0.03816428155884343,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ema_slow,ta,704e261cc5f37abaed846745101898e5a24dc918f4348e5aabe552eea1213366,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.022035191011931708,0.7857142857142857,-0.036847581166017655,0.0174283059360687,0.9389072850191177,3361,-0.9999999999999999,0.009550007029444408,0.00928858180229927,0.0069303067379934994,0.005191165010629279,0.004187174285338091,-0.03839073341745973,-0.04090814097708061,0.036847581166017655,-0.03571403269127889,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ichimoku_a,ta,7369a6a195156d5c88e46f891b340807d3fbb53dfc5b5e7174ba589136c3e26a,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.023583640364575508,0.7857142857142857,-0.034549281097775386,0.0090427193914192,0.849087762422692,3361,-0.9999999999999999,0.009731582448860755,0.009250473301816586,0.007143313141787079,0.005198662694897596,0.004195910423305926,-0.04019547933532172,-0.04132315712345836,0.034549281097775386,-0.03722922465340508,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ichimoku_b,ta,ad6dd55cbeedf118d9d500893d8eff72df9b9c67fba246c338146066a38392e9,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.02032261295321672,0.7857142857142857,-0.03519752129386684,0.0256560875756547,0.9505654978851606,3361,-0.9999999999999999,0.009416878041765733,0.008913851550073935,0.0067162256348981,0.005278449999559712,0.004273513529758585,-0.03543320690281482,-0.03853174135894727,0.03519752129386684,-0.033316490326454284,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ichimoku_base,ta,3007b36690c71cdaa1d28b22bf7d4adcac429813da73a18a178787eaf5330c09,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.022162811386533216,0.7857142857142857,-0.03521017552579624,0.0174283059360687,0.849087762422692,3361,-0.9999999999999999,0.009586509359197536,0.009182254636014346,0.00709573427214123,0.005320345957956011,0.00433504574237862,-0.038887795720397,-0.03898341722763889,0.03521017552579624,-0.03578418625907098,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_ichimoku_conv,ta,a5e2a4bd11a0388524d4fcdf69c30fa519e18e82bb6fadb11518a0b50ea42811,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.025096780650499587,0.7857142857142857,-0.033436904731961876,0.0090427193914192,0.9137086446994139,3361,-0.9999999999999999,0.00978259526804825,0.009268309851466205,0.00692298521306978,0.0049939919086738815,0.003954157619973224,-0.040574198450107804,-0.044611638983243156,0.033436904731961876,-0.03923297696026726,all_conditions_pass,all_conditions_pass,all_conditions_pass,True,False,False,False,有条件保留_暂缓升级,TechnicalTrend,direction_instability,2017;2019;2020,价格线/通道类：先核对量纲和价格水平暴露，原始横截面高低并不自动代表标准化技术形态。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_kst,ta,fd6fb20c12528434302a5b14d90086ae2744f888cff43a7f2cfe2cf629b0706d,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.06487522933519506,1.0,0.03320100154997753,0.0090427193914192,0.7868931487085916,3361,-0.9999999999999999,0.011562017975738694,0.009843965710159924,0.00815382263043999,0.006205143406672223,0.0003611747094693438,-0.06634178128487991,-0.07269538953570945,-0.03320100154997753,-0.08703986466162317,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,True,False,有条件保留_暂缓升级,TechnicalTrend,low_sample_coverage,,现有低覆盖标注；各Era方向一致并不能排除样本构成影响，保留待覆盖解释。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_kst_diff,ta,2db05a3401a464f6b1a45b647596aa01562bc729b4426329e0f2360fea016110,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.027221437781571704,0.8571428571428571,0.00926041477379847,0.0090427193914192,0.7868931487085916,3361,-0.39999999999999997,0.007995343314703585,0.00943363434509345,0.009212664105247773,0.00818860043877985,0.0012751837850570411,-0.013782314538434697,-0.051607340595253806,-0.04210208903216768,-0.00926041477379847,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,True,False,保留分歧审阅,TechnicalTrend,low_sample_coverage,2014;2021,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_kst_sig,ta,bf426c0ca139b3a0b94822376a1c0d279eb1b796191b04f4a85305bd198affaf,MomentumTrend,TechnicalTrend,3/3,3,-1.0,-0.05582295914802845,0.7857142857142857,0.021626422680166433,0.0090427193914192,0.799840572484205,3361,-0.9999999999999999,0.010581776171958256,0.009308116428387931,0.008031212836188186,0.0063134953780950315,0.0018038683109781908,-0.06112982435030145,-0.053695212869194625,-0.021626422680166433,-0.08442053947569693,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,True,False,有条件保留_暂缓升级,TechnicalTrend,low_sample_coverage,2013;2017;2020,覆盖略低于冻结80%标注线；不因接近阈值改标，补充年度覆盖解释。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
ta_trend_macd,ta,ca5d47f1af4dff515d7f334d2b71d59f8ab887c358012eb0743eb370d0920f6a,MomentumTrend,TechnicalTrend,2/3,2,-1.0,-0.05214885518851683,1.0,0.028023265991971948,0.0090427193914192,0.9389072850191177,3361,-0.7,0.008162696266732144,0.010459637145477423,0.010329455442890722,0.006624881110724273,-0.0004218962741540102,-0.05016420630718711,-0.06410776833461508,-0.028023265991971948,-0.0680489144037579,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,TechnicalTrend,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
