factor_name,required_fields,dependency_count,compute_adapter,pit_semantics,dependency_status,research_only
mature_volume_ratio,volume_ratio,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_vwap_deviation,"$vwap,$close,$market_return,$open,$high,$low,$amount",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_vwap_deviation_20,"$vwap,$close,$market_return,$open,$high,$low,$amount",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
amount_cv_20,$amount,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
amount_mean_20,$amount,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
amount_std_20,$amount,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
amplitude_20,"$high,$low,$close",3,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
corr_ret_amount_20,"$close,$amount",2,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
corr_ret_volume_20,"$close,$volume",2,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
downside_std_20,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
max_drawdown_20,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
ret_10,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
ret_20,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
ret_5,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
rev_20_exclude_5,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
rev_5,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
std_20,$close,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
volume_ratio_5_20,$volume,1,factor_research.factor_library.add_basic_factors,legacy_or_same_day_market_data,proven,True
ta_momentum_ao,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_kama,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_ppo,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_ppo_hist,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_ppo_signal,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_pvo,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_pvo_hist,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_pvo_signal,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_roc,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_rsi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_stoch,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_stoch_rsi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_stoch_rsi_d,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_stoch_rsi_k,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_stoch_signal,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_tsi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_uo,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_momentum_wr,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_adx,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_adx_neg,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_adx_pos,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_aroon_down,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_aroon_ind,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_aroon_up,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_cci,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_dpo,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ema_fast,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ema_slow,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ichimoku_a,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ichimoku_b,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ichimoku_base,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_ichimoku_conv,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_kst,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_kst_diff,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_kst_sig,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_macd,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_macd_diff,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_macd_signal,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_mass_index,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_psar_down,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_psar_down_indicator,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_psar_up,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_psar_up_indicator,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_sma_fast,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_sma_slow,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_stc,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_trix,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_vortex_ind_diff,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_vortex_ind_neg,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_trend_vortex_ind_pos,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_atr,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbh,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbhi,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbl,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbm,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbp,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbw,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_dch,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_dcl,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_dcm,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_dcp,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_dcw,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kcc,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kch,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kcl,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kcli,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kcp,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kcw,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_ui,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_adi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_cmf,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_em,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_fi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_mfi,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_obv,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_sma_em,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_vwap,"$open,$high,$low,$close,$volume",5,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_bbli,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volatility_kchi,"$open,$high,$low,$close",4,factor_research.ta_source.compute_ta_features,legacy_or_same_day_market_data,proven,True
ta_volume_nvi_canonical_v2,"$close,$volume",2,factor_universe_v2.local_recovery.add_local_recovered_factors,legacy_or_same_day_market_data,proven,True
ta_volume_vpt_canonical_v2,"$close,$volume",2,factor_universe_v2.local_recovery.add_local_recovered_factors,legacy_or_same_day_market_data,proven,True
